mysql
ALL,write,0,0
ALL,read,0,0
ALL,futex,103,0
PID,866,futex,5
PID,841,futex,7
PID,842,futex,2
PID,843,futex,3
PID,844,futex,1
PID,845,futex,77
PID,853,futex,1
TASK,866,ib_clone_gtid,futex,5
TASK,841,ib_log_fl_notif,futex,7
TASK,842,ib_log_flush,futex,2
TASK,843,ib_log_wr_notif,futex,3
TASK,844,ib_log_writer,futex,1
TASK,845,ib_log_files_g,futex,77
TASK,853,ib_srv_err_mon,futex,1
